Bo'lim,Yaponcha,O'qilishi (kana),Romaji,O'zbekcha tarjima,English (manba),Misol gap
N2 語彙 (文字・語彙・文法),省略,しょうりゃく,shouryaku,"qisqartirish, tushirib qoldirish",,省略についての詳しい説明を聞きました。 (qisqartirish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),真夜中,まよなか,mayonaka,yarim tun,,真夜中についての詳しい説明を聞きました。 (yarim tun haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),真理,しんり,shinri,"haqiqat, chin",,真理についての詳しい説明を聞きました。 (haqiqat haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),知識,ちしき,chishiki,bilim,,知識についての詳しい説明を聞きました。 (bilim haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),短縮,たんしゅく,tanshuku,qisqartirish,,短縮についての詳しい説明を聞きました。 (qisqartirish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),確実,かくじつ,kakujitsu,"aniq, ishonchli",,確実についての詳しい説明を聞きました。 (aniq haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),社員,しゃいん,shain',kompaniya xodimi,,社員としての責任を持って行動します。 (kompaniya xodimi sifatidagi mas'uliyat bilan harakat qilamiz.)
N2 語彙 (文字・語彙・文法),祝賀,しゅくが,shukuga,"tabrik, bayram",,祝賀についての詳しい説明を聞きました。 (tabrik haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),空想,くうそう,kuusou,"xayol, fantaziya",,空想についての詳しい説明を聞きました。 (xayol haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),空気,くうき,kuuki,havo,,空気についての詳しい説明を聞きました。 (havo haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),空間,くうかん,kuukan',"bo'shliq, makon",,空間についての詳しい説明を聞きました。 (bo'shliq haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),競技,きょうぎ,kyougi,sport musobaqasi,,競技についての詳しい説明を聞きました。 (sport musobaqasi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),等分,とうぶん,toubun',teng bo'laklarga bo'lish,,等分についての詳しい説明を聞きました。 (teng bo'laklarga bo'lish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),算数,さんすう,sansuu,arifmetika,,算数についての詳しい説明を聞きました。 (arifmetika haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),精神,せいしん,seishin',"ruh, ruhiyat",,精神についての詳しい説明を聞きました。 (ruh haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),系統,けいとう,keitou,"tizim, shajara",,系統についての詳しい説明を聞きました。 (tizim haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),純情,じゅんじょう,junjou,"pokiza, sof qalbli",,純情についての詳しい説明を聞きました。 (pokiza haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),紹介,しょうかい,shoukai,"tanishtirish, tavsiya",,紹介についての詳しい説明を聞きました。 (tanishtirish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),組織,そしき,soshiki,"tashkilot, tuzilma",,組織についての詳しい説明を聞きました。 (tashkilot haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),経由,けいゆ,keiyu,"... orqali, yo'l bilan",,経由についての詳しい説明を聞きました。 (... orqali haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),結婚,けっこん,kekkon',"turmush qurish, uylanish",,結婚についての詳しい説明を聞きました。 (turmush qurish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),給料,きゅうりょう,kyuuryou,"maosh, oylik",,給料についての詳しい説明を聞きました。 (maosh haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),絹地,きぬじ,kinuji,ipak mato,,絹地についての詳しい説明を聞きました。 (ipak mato haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),線路,せんろ,senro,temir yo'l,,線路についての詳しい説明を聞きました。 (temir yo'l haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),編物,あみもの,amimono,"to'qilgan buyum, to'qish",,編物についての詳しい説明を聞きました。 (to'qilgan buyum haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),緩和,かんわ,kanwa,"yumshatish, yengillatish",,緩和についての詳しい説明を聞きました。 (yumshatish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),絵本,えほん,ehon',rasmli kitob,,絵本についての詳しい説明を聞きました。 (rasmli kitob haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),育児,いくじ,ikuji,bola tarbiyasi,,育児についての詳しい説明を聞きました。 (bola tarbiyasi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),脚本,きゃくほん,kyakuhon',"ssenariy, pyesa matni",,脚本についての詳しい説明を聞きました。 (ssenariy haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),膨大,ぼうだい,boudai,"juda katta, ulkan",,膨大についての詳しい説明を聞きました。 (juda katta haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),臨時,りんじ,rinji,"vaqtinchalik, favqulodda",,臨時についての詳しい説明を聞きました。 (vaqtinchalik haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),自然,しぜん,shizen',tabiat; tabiiy,,自然についての詳しい説明を聞きました。 (tabiat haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),至急,しきゅう,shikyuu,zudlik bilan,,至急についての詳しい説明を聞きました。 (zudlik bilan haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),舞台,ぶたい,butai,sahna,,舞台についての詳しい説明を聞きました。 (sahna haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),航空,こうくう,koukuu,"aviatsiya, havo qatnovi",,航空についての詳しい説明を聞きました。 (aviatsiya haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),若者,わかもの,wakamono,"yosh, yigit-qiz",,若者についての詳しい説明を聞きました。 (yosh haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),苦情,くじょう,kujou,"shikoyat, norozilik",,苦情についての詳しい説明を聞きました。 (shikoyat haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),苦痛,くつう,kutsuu,"azob, og'riq",,苦痛についての詳しい説明を聞きました。 (azob haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),薬品,やくひん,yakuhin',"dori-darmon, kimyoviy modda",,薬品についての詳しい説明を聞きました。 (dori-darmon haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),行方,ゆくえ,yukue,"qayerda ekani, taqdiri",,行方についての詳しい説明を聞きました。 (qayerda ekani haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),衣服,いふく,ifuku,kiyim-kechak,,衣服についての詳しい説明を聞きました。 (kiyim-kechak haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),装置,そうち,souchi,"qurilma, uskuna",,装置についての詳しい説明を聞きました。 (qurilma haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),製品,せいひん,seihin',"mahsulot, tayyor mahsulot",,製品についての詳しい説明を聞きました。 (mahsulot haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),見学,けんがく,kengaku,"borib ko'rish, kuzatish",,見学についての詳しい説明を聞きました。 (borib ko'rish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),見物,けんぶつ,kenbutsu,"tomosha qilish, sayr",,計画通りに見物を進めていきます。 (Rejaga muvofiq tomosha qilishni davom ettiramiz.)
N2 語彙 (文字・語彙・文法),規則,きそく,kisoku,"qoida, tartib",,社会の規則をしっかりと守ります。 (Jamiyatning qoidaiga qat'iy amal qilamiz.)
N2 語彙 (文字・語彙・文法),親族,しんぞく,shinzoku,qarindoshlar,,親族についての詳しい説明を聞きました。 (qarindoshlar haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),観測,かんそく,kansoku,"kuzatish, o'lchash",,観測についての詳しい説明を聞きました。 (kuzatish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),解放,かいほう,kaihou,"ozod qilish, erkin qoldirish",,計画通りに解放を進めていきます。 (Rejaga muvofiq ozod qilishni davom ettiramiz.)
N2 語彙 (文字・語彙・文法),解散,かいさん,kaisan',"tarqatib yuborish, tarqalish",,解散についての詳しい説明を聞きました。 (tarqatib yuborish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),記事,きじ,kiji,"maqola, xabar",,記事についての詳しい説明を聞きました。 (maqola haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),記念,きねん,kinen',"xotira, yodgorlik",,記念についての詳しい説明を聞きました。 (xotira haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),記者,きしゃ,kisha,"jurnalist, muxbir",,記者についての詳しい説明を聞きました。 (jurnalist haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),訪問,ほうもん,houmon',"tashrif, ziyorat",,訪問についての詳しい説明を聞きました。 (tashrif haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),設計,せっけい,sekkei,"loyihalash, dizayn",,設計についての詳しい説明を聞きました。 (loyihalash haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),診察,しんさつ,shinsatsu,tibbiy ko'rik,,診察についての詳しい説明を聞きました。 (tibbiy ko'rik haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),評論,ひょうろん,hyouron',"tanqidiy maqola, sharh",,評論についての詳しい説明を聞きました。 (tanqidiy maqola haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),説明書,せつめいしょ,setsumeisho,"qo'llanma, izohli hujjat",,説明書についての詳しい説明を聞きました。 (qo'llanma haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),調子,ちょうし,choushi,"holat, ahvol; ohang",,調子についての詳しい説明を聞きました。 (holat haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),講堂,こうどう,koudou,ma'ruzalar zali,,講堂についての詳しい説明を聞きました。 (ma'ruzalar zali haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),講演,こうえん,kouen',"ma'ruza, nutq",,講演についての詳しい説明を聞きました。 (ma'ruza haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),警察,けいさつ,keisatsu,politsiya,,警察についての詳しい説明を聞きました。 (politsiya haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),議員,ぎいん,giin',"deputat, parlament a'zosi",,議員についての詳しい説明を聞きました。 (deputat haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),豊富,ほうふ,houfu,"mo'l-ko'l, boy",,豊富についての詳しい説明を聞きました。 (mo'l-ko'l haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),財産,ざいさん,zaisan',"mulk, boylik",,財産についての詳しい説明を聞きました。 (mulk haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),貨物,かもつ,kamotsu,"yuk, yuk tashish",,貨物についての詳しい説明を聞きました。 (yuk haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),販売,はんばい,hanbai,"sotish, savdo",,販売についての詳しい説明を聞きました。 (sotish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),貯金,ちょきん,chokin',"jamg'arma, pul yig'ish",,貯金についての詳しい説明を聞きました。 (jamg'arma haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),資料,しりょう,shiryou,"materiallar, ma'lumotnoma",,資料についての詳しい説明を聞きました。 (materiallar haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),資源,しげん,shigen',resurslar,,資源についての詳しい説明を聞きました。 (resurslar haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),賛成,さんせい,sansei,"ma'qullash, rozi bo'lish",,賛成についての詳しい説明を聞きました。 (ma'qullash haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),足元,あしもと,ashimoto,oyoq osti,,足元についての詳しい説明を聞きました。 (oyoq osti haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),身体,しんたい,shintai,"tana, jism",,身体についての詳しい説明を聞きました。 (tana haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),車体,しゃたい,shatai,transport korpusi,,車体についての詳しい説明を聞きました。 (transport korpusi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),軍隊,ぐんたい,guntai,"armiya, qo'shin",,軍隊についての詳しい説明を聞きました。 (armiya haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),輸送,ゆそう,yusou,"tashish, transport",,輸送についての詳しい説明を聞きました。 (tashish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),農家,のうか,nouka,dehqon xo'jaligi,,農家についての詳しい説明を聞きました。 (dehqon xo'jaligi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),農村,のうそん,nouson',"qishloq, dehqon qishlog'i",,農村についての詳しい説明を聞きました。 (qishloq haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),農業,のうぎょう,nougyou,dehqonchilik,,農業についての詳しい説明を聞きました。 (dehqonchilik haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),迷惑,めいわく,meiwaku,"bezovta, noqulaylik",,迷惑についての詳しい説明を聞きました。 (bezovta haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),送料,そうりょう,souryou,yetkazib berish narxi,,送料についての詳しい説明を聞きました。 (yetkazib berish narxi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),透明,とうめい,toumei,"shaffof, tiniq",,透明についての詳しい説明を聞きました。 (shaffof haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),途中,とちゅう,tochuu,"yo'lda, o'rtasida",,途中についての詳しい説明を聞きました。 (yo'lda haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),速度,そくど,sokudo,tezlik,,速度についての詳しい説明を聞きました。 (tezlik haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),連敗,れんぱい,renpai,ketma-ket mag'lubiyat,,連敗についての詳しい説明を聞きました。 (ketma-ket mag'lubiyat haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),連絡,れんらく,renraku,"aloqa, xabar berish",,連絡についての詳しい説明を聞きました。 (aloqa haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),進歩,しんぽ,shinpo,"taraqqiyot, rivojlanish",,技術の進歩によって生活が便利になりました。 (Texnologiyaning taraqqiyoti tufayli hayot qulaylashdi.)
N2 語彙 (文字・語彙・文法),進行,しんこう,shinkou,"borish, rivojlanish",,技術の進行によって生活が便利になりました。 (Texnologiyaning borishi tufayli hayot qulaylashdi.)
N2 語彙 (文字・語彙・文法),運動,うんどう,undou,"harakat, sport",,運動についての詳しい説明を聞きました。 (harakat haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),過剰,かじょう,kajou,"ortiqcha, haddan ziyod",,過剰についての詳しい説明を聞きました。 (ortiqcha haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),過大,かだい,kadai,"haddan ortiq, katta",,過大についての詳しい説明を聞きました。 (haddan ortiq haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),道具,どうぐ,dougu,"asbob, anjom",,道具についての詳しい説明を聞きました。 (asbob haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),違反,いはん,ihan',"qoidabuzarlik, buzish",,社会の違反をしっかりと守ります。 (Jamiyatning qoidabuzarlikiga qat'iy amal qilamiz.)
N2 語彙 (文字・語彙・文法),遠足,えんそく,ensoku,"ekskursiya, sayohat",,遠足についての詳しい説明を聞きました。 (ekskursiya haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),遅刻,ちこく,chikoku,kechikish,,遅刻についての詳しい説明を聞きました。 (kechikish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),配分,はいぶん,haibun',taqsimlash,,配分についての詳しい説明を聞きました。 (taqsimlash haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),酸素,さんそ,sanso,kislorod,,酸素についての詳しい説明を聞きました。 (kislorod haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),野菜,やさい,yasai,sabzavot,,野菜についての詳しい説明を聞きました。 (sabzavot haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),金属,きんぞく,kinzoku,metall,,金属についての詳しい説明を聞きました。 (metall haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),金融,きんゆう,kin'yuu,"moliya, bank ishi",,金融についての詳しい説明を聞きました。 (moliya haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),銀行,ぎんこう,ginkou,bank,,銀行についての詳しい説明を聞きました。 (bank haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),長期,ちょうき,chouki,uzoq muddat,,長期についての詳しい説明を聞きました。 (uzoq muddat haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),開発,かいはつ,kaihatsu,"ishlab chiqish, o'zlashtirish",,開発についての詳しい説明を聞きました。 (ishlab chiqish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),防御,ぼうぎょ,bougyo,"mudofaa, himoya",,防御についての詳しい説明を聞きました。 (mudofaa haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),防犯,ぼうはん,bouhan',jinoyatning oldini olish,,防犯についての詳しい説明を聞きました。 (jinoyatning oldini olish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),防衛,ぼうえい,bouei,mudofaa qilish,,計画通りに防衛を進めていきます。 (Rejaga muvofiq mudofaa qilishni davom ettiramiz.)
N2 語彙 (文字・語彙・文法),限度,げんど,gendo,"chegara, had",,限度についての詳しい説明を聞きました。 (chegara haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),階段,かいだん,kaidan',zinapoya,,階段についての詳しい説明を聞きました。 (zinapoya haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),集会,しゅうかい,shuukai,"yig'ilish, miting",,集会についての詳しい説明を聞きました。 (yig'ilish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),集団,しゅうだん,shuudan',"guruh, jamoa",,集団についての詳しい説明を聞きました。 (guruh haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),青春時代,せいしゅんじだい,seishunjidai,yoshlik davri,,青春時代についての詳しい説明を聞きました。 (yoshlik davri haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),面倒,めんどう,mendou,"mashaqqat, ovora; g'amxo'rlik",,面倒についての詳しい説明を聞きました。 (mashaqqat haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),頑張る,がんばる,ganbaru,astoydil harakat qilish,,計画通りに頑張るを進めていきます。 (Rejaga muvofiq astoydil harakat qilishni davom ettiramiz.)
N2 語彙 (文字・語彙・文法),領事,りょうじ,ryouji,konsul,,領事についての詳しい説明を聞きました。 (konsul haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),頭脳,ずのう,zunou,"aql, miya",,頭脳についての詳しい説明を聞きました。 (aql haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),食品,しょくひん,shokuhin',oziq-ovqat mahsuloti,,食品についての詳しい説明を聞きました。 (oziq-ovqat mahsuloti haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),首相,しゅしょう,shushou,bosh vazir,,首相についての詳しい説明を聞きました。 (bosh vazir haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),首都,しゅと,shuto,poytaxt,,首都についての詳しい説明を聞きました。 (poytaxt haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),高層,こうそう,kousou,baland qavatli,,高層についての詳しい説明を聞きました。 (baland qavatli haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),高温,こうおん,kouon',yuqori harorat,,高温についての詳しい説明を聞きました。 (yuqori harorat haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),温暖化,おんだんか,ondanka,global isish,,温暖化についての詳しい説明を聞きました。 (global isish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),住宅街,じゅうたくがい,juutakugai,turar-joy hududi,,その住宅街の環境はとても快適です。 (Ushbu turar-joy hududining muhiti juda qulay.)
N2 語彙 (文字・語彙・文法),日付,ひづけ,hizuke,sana,,日付についての詳しい説明を聞きました。 (sana haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),昨年,さくねん,sakunen',o'tgan yil,,昨年についての詳しい説明を聞きました。 (o'tgan yil haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),景気,けいき,keiki,"iqtisodiy holat, kon'yunktura",,景気についての詳しい説明を聞きました。 (iqtisodiy holat haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),服装,ふくそう,fukusou,"kiyim-bosh, libos",,服装についての詳しい説明を聞きました。 (kiyim-bosh haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),拘束,こうそく,kousoku,"cheklash, majburlash",,拘束についての詳しい説明を聞きました。 (cheklash haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),撤去,てっきょ,tekkyo,"olib tashlash, buzib tashlash",,撤去についての詳しい説明を聞きました。 (olib tashlash haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),方々,かたがた,katagata,turli tomonlar; odamlar (hurmat),,方々としての責任を持って行動します。 (turli tomonlar sifatidagi mas'uliyat bilan harakat qilamiz.)
N2 語彙 (文字・語彙・文法),旅先,たびさき,tabisaki,sayohat manzili,,旅先についての詳しい説明を聞きました。 (sayohat manzili haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),昇進,しょうしん,shoushin',lavozim ko'tarilishi,,昇進についての詳しい説明を聞きました。 (lavozim ko'tarilishi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),明確,めいかく,meikaku,"aniq, ravshan",,明確についての詳しい説明を聞きました。 (aniq haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),暗示,あんじ,anji,"ishora, shama",,暗示についての詳しい説明を聞きました。 (ishora haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),木造,もくぞう,mokuzou,yog'ochdan qurilgan,,木造についての詳しい説明を聞きました。 (yog'ochdan qurilgan haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),本能,ほんのう,honnou,"instinkt, tug'ma his",,本能についての詳しい説明を聞きました。 (instinkt haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),機関,きかん,kikan',"muassasa, organ; mexanizm",,機関についての詳しい説明を聞きました。 (muassasa haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),正確さ,せいかくさ,seikakusa,aniqlik,,正確さについての詳しい説明を聞きました。 (aniqlik haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),決心,けっしん,kesshin',qat'iy qaror,,決心についての詳しい説明を聞きました。 (qat'iy qaror haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),洗剤,せんざい,senzai,yuvish vositasi,,洗剤についての詳しい説明を聞きました。 (yuvish vositasi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),海流,かいりゅう,kairyuu,dengiz oqimi,,海流についての詳しい説明を聞きました。 (dengiz oqimi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),深刻化,しんこくか,shinkokuka,jiddiylashuv,,深刻化についての詳しい説明を聞きました。 (jiddiylashuv haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),無意識,むいしき,muishiki,"ongsiz, beixtiyor",,無意識についての詳しい説明を聞きました。 (ongsiz haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),特産,とくさん,tokusan',o'ziga xos mahalliy mahsulot,,特産についての詳しい説明を聞きました。 (o'ziga xos mahalliy mahsulot haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),発展,はってん,hatten',"rivojlanish, taraqqiyot",,技術の発展によって生活が便利になりました。 (Texnologiyaning rivojlanishi tufayli hayot qulaylashdi.)
N2 語彙 (文字・語彙・文法),相互理解,そうごりかい,sougorikai,o'zaro tushunish,,相互理解についての詳しい説明を聞きました。 (o'zaro tushunish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),省く,はぶく,habuku,"qisqartirish, tejash",,省くについての詳しい説明を聞きました。 (qisqartirish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),石鹸,せっけん,sekken',sovun,,石鹸についての詳しい説明を聞きました。 (sovun haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),確認事項,かくにんじこう,kakuninjikou,tekshirilishi lozim bandlar,,確認事項についての詳しい説明を聞きました。 (tekshirilishi lozim bandlar haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),積極性,せっきょくせい,sekkyokusei,"faollik, tashabbuskorlik",,積極性についての詳しい説明を聞きました。 (faollik haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),空欄,くうらん,kuuran',"bo'sh joy, bo'sh katak",,その空欄の環境はとても快適です。 (Ushbu bo'sh joyning muhiti juda qulay.)
N2 語彙 (文字・語彙・文法),統合,とうごう,tougou,"birlashtirish, integratsiya",,統合についての詳しい説明を聞きました。 (birlashtirish haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),編集者,へんしゅうしゃ,henshuusha,muharrir,,編集者についての詳しい説明を聞きました。 (muharrir haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),肥満,ひまん,himan',semizlik,,肥満についての詳しい説明を聞きました。 (semizlik haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),自宅,じたく,jitaku,o'z uyi,,自宅についての詳しい説明を聞きました。 (o'z uyi haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),花火,はなび,hanabi,"mushak, feyerverk",,花火についての詳しい説明を聞きました。 (mushak haqida batafsil tushuntirish eshitdik.)
N2 語彙 (文字・語彙・文法),落語,らくご,rakugo,rakugo (yapon hazil monologi),,落語についての詳しい説明を聞きました。 (rakugo haqida batafsil tushuntirish eshitdik.)
